"sku","national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk","oe_constraint","ppap_risk","stop_auto_buy","rev_stop","went_on_backorder"
1647658,8,8,0,0,0,0,0,0,0,0,0,"No",0,0.8,0.82,0,"No","No","Yes","Yes","No","No"
1907907,245,8,51,256,544,832,70,242,530,848,253,"No",0,0.92,0.84,0,"No","No","Yes","Yes","No","No"
2139686,78,8,0,96,144,192,20,55,123,201,28,"No",0,0.84,0.87,0,"No","No","No","Yes","No","No"
2145552,6,12,0,0,0,0,0,0,0,0,0,"No",0,0.57,0.7,0,"No","No","No","Yes","No","No"
3165615,15,8,0,0,0,0,0,0,3,3,0,"No",0,0.86,0.94,0,"Yes","No","No","Yes","No","No"
1170794,6,8,0,0,0,0,2,8,21,27,0,"No",0,0.92,0.75,0,"Yes","No","No","No","No","No"
1893103,338,12,0,0,0,0,0,0,6,6,1,"No",0,0.98,0.98,0,"No","No","No","Yes","No","No"
1510807,3,2,0,1,5,5,6,11,17,40,3,"No",0,0.92,0.95,0,"No","No","No","Yes","No","Yes"
1877215,2,2,0,0,0,0,0,0,0,0,0,"No",0,0.78,0.78,0,"No","No","No","Yes","No","No"
1854226,44,2,0,17,17,17,6,13,28,41,0,"No",0,0.97,0.93,0,"No","No","No","Yes","No","No"
2305609,149,8,42,160,360,560,55,201,392,575,61,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
1314367,166,8,0,0,0,0,0,0,0,0,0,"No",0,0.96,0.83,0,"No","No","No","Yes","No","No"
1404449,4,8,0,0,0,0,0,0,1,4,0,"No",0,1,0.99,0,"Yes","No","No","Yes","No","No"
2038641,8,52,0,0,0,0,0,0,0,0,0,"No",0,1,1,0,"Yes","No","Yes","No","No","No"
1992919,1,8,0,2,4,6,0,2,3,4,0,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
2828165,7,9,0,0,0,2,1,3,5,5,0,"No",0,0.94,0.83,0,"No","No","No","Yes","No","No"
2914140,87,2,0,0,0,0,0,0,0,1,0,"No",0,0.98,0.99,0,"No","No","No","Yes","No","No"
1957200,1,2,0,6,12,12,5,7,7,7,0,"No",0,0.38,0.4,0,"Yes","No","No","Yes","No","Yes"
1527218,20,8,0,337,589,715,48,270,584,848,98,"No",0,0.45,0.45,1,"Yes","No","No","Yes","No","Yes"
1137305,0,8,0,3,4,6,2,3,4,8,0,"No",0,0.83,0.71,0,"No","No","No","Yes","No","Yes"
2047933,568,8,12,0,0,500,58,174,354,595,172,"No",0,0.73,0.6,0,"No","No","No","Yes","No","No"
1743207,293,8,0,0,0,0,0,0,0,0,0,"No",0,0.82,0.78,0,"No","No","No","Yes","No","No"
2940121,11,12,0,7,7,21,1,9,21,39,0,"No",0,1,1,0,"No","No","No","Yes","No","No"
2806528,23955,52,0,0,0,0,0,0,0,0,0,"No",0,0.94,0.87,0,"Yes","No","No","No","No","No"
2040972,2,NA,0,0,0,0,0,0,0,0,1,"No",0,-99,-99,0,"No","No","No","Yes","No","No"
1973820,2,8,0,0,0,0,0,0,0,0,0,"No",0,0.95,0.97,0,"No","No","No","Yes","No","No"
2075715,12,8,0,0,0,0,0,2,2,2,1,"No",0,0.37,0.36,0,"No","No","No","Yes","No","No"
2292642,3,9,0,0,0,0,1,1,2,2,0,"No",0,0.98,0.98,0,"No","No","No","Yes","No","No"
2817683,8,4,0,0,0,0,0,0,1,1,0,"No",0,0.73,0.78,0,"No","No","No","Yes","No","No"
1748396,46,12,0,10,22,70,18,35,80,111,0,"No",0,0.98,0.98,0,"No","No","No","Yes","No","No"
1750809,3,8,0,6,12,12,3,5,7,16,0,"No",0,1,1,0,"No","No","No","Yes","No","Yes"
1248872,9,8,6,24,42,72,9,29,57,71,0,"No",0,0.79,0.42,0,"No","No","No","Yes","No","No"
1624668,429,2,250,569,1141,1593,219,731,1414,2265,126,"No",0,0.93,0.95,0,"No","No","No","Yes","No","No"
1207429,159,NA,72,0,0,0,25,66,140,197,19,"No",0,-99,-99,0,"No","No","No","No","No","No"
1115382,8318,4,85,0,0,0,162,408,772,1262,92,"No",0,0.97,0.91,0,"No","No","No","Yes","No","No"
2192178,0,3,12,13,32,52,9,28,34,42,4,"No",4,0.34,0.31,0,"Yes","No","No","Yes","No","No"
3099120,199,NA,0,0,0,0,10,24,45,62,1,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
1706775,50,4,0,0,0,0,0,10,11,11,0,"No",0,0.73,0.78,0,"No","No","No","Yes","No","No"
3131256,37,8,15,30,72,120,6,29,70,111,14,"No",0,1,1,0,"No","No","No","Yes","No","No"
2028878,71,9,0,0,0,0,0,0,0,0,5,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
1857801,15,12,0,0,0,0,0,0,0,0,1,"No",0,0.58,0.58,0,"Yes","No","No","Yes","No","No"
1822149,15,12,0,0,0,0,0,0,0,0,1,"No",0,0.58,0.58,0,"Yes","No","No","Yes","No","No"
1512861,228,2,9,0,100,100,39,91,173,328,33,"No",0,0.4,0.6,0,"No","No","No","Yes","No","No"
1545892,7,NA,0,0,0,0,0,0,0,0,0,"No",0,-99,-99,0,"Yes","No","Yes","Yes","No","No"
2916219,6,2,2,228,423,687,22,29,50,69,15,"No",0,0.2,0.5,0,"No","No","No","Yes","No","Yes"
1320713,12,2,18,36,36,36,19,19,20,21,0,"No",0,0.85,0.88,0,"Yes","No","No","Yes","No","No"
3085550,3,8,0,0,1,2,0,1,1,2,0,"No",0,0.85,0.64,0,"No","No","No","Yes","No","No"
1985384,61,8,0,268,332,469,136,238,394,507,125,"No",0,0.97,0.98,2,"No","No","No","Yes","No","Yes"
2246648,2307,16,528,0,0,0,253,659,800,850,260,"No",0,1,1,0,"No","No","No","Yes","No","No"
2185903,0,2,0,72,72,72,0,0,0,0,2,"No",0,0.36,0.44,0,"No","No","No","Yes","No","Yes"
2850039,1,8,0,0,0,0,0,0,0,0,1,"No",0,0.87,0.92,0,"No","No","No","Yes","No","No"
1295245,0,2,0,65,65,65,0,0,0,0,2,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
1325271,0,8,0,1,1,1,1,1,1,1,0,"No",0,0.99,0.98,0,"No","No","Yes","Yes","No","Yes"
2215830,3,8,0,0,0,0,0,0,0,0,0,"No",0,0.82,0.83,0,"Yes","No","No","Yes","No","No"
1368959,39,8,0,51,141,231,0,0,0,0,0,"No",0,0.95,0.96,0,"No","No","No","Yes","No","No"
2104187,0,8,0,1,1,1,0,0,0,0,0,"No",0,0.1,0.12,0,"Yes","No","No","Yes","No","No"
1952590,333,4,0,0,0,0,0,2,5,8,0,"No",0,0.92,0.92,0,"No","No","No","Yes","No","No"
2240858,277,2,190,164,392,580,84,253,507,765,119,"No",0,0.94,0.81,0,"No","No","Yes","Yes","No","No"
1119407,3,8,0,0,0,0,0,0,0,0,0,"No",0,0.9,0.92,0,"No","No","No","Yes","No","No"
1167355,1,4,0,8,12,16,3,7,14,20,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","Yes"
2297701,295,8,0,0,0,0,4,4,4,6,2,"No",0,0.53,0.54,0,"No","No","Yes","Yes","No","No"
2147516,0,2,0,20,40,50,12,22,43,54,1,"No",0,0.54,0.65,0,"No","No","No","Yes","No","Yes"
1695978,8,8,0,96,96,96,9,20,35,58,6,"No",0,0.82,0.78,0,"No","No","No","Yes","No","Yes"
2050529,3,8,0,0,0,0,0,0,1,1,2,"No",0,1,1,0,"No","No","No","Yes","No","No"
1665780,104,NA,0,0,0,0,0,0,1,1,0,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
2958831,1,8,0,0,1,1,0,0,0,1,0,"No",0,0.94,0.95,0,"No","No","No","No","No","No"
2925324,3,NA,0,0,0,0,0,0,0,0,0,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
1593509,17,8,0,0,0,0,0,0,0,0,0,"No",0,0.96,0.97,0,"No","No","No","Yes","No","No"
2861488,2,NA,0,0,0,0,0,0,0,0,0,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
2951007,7,12,0,0,0,0,0,0,0,0,0,"No",0,0.57,0.68,0,"No","No","No","Yes","No","No"
3182747,3,4,0,18,27,36,5,12,23,39,8,"No",0,0.87,0.91,0,"No","No","No","Yes","No","No"
1830728,0,2,0,27,27,27,0,0,0,0,2,"No",0,0,0,0,"No","No","No","Yes","No","No"
1681812,15,2,1,10,10,10,0,0,0,0,1,"No",0,0.87,0.9,0,"No","No","No","Yes","No","No"
1734415,0,8,0,4,6,8,3,4,6,8,0,"No",0,0.74,0.73,0,"No","No","No","Yes","No","Yes"
1803773,24,NA,0,0,0,0,0,3,5,13,0,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
1529056,0,2,0,3,3,3,0,0,0,0,0,"No",0,0.42,0.36,0,"Yes","No","Yes","Yes","No","Yes"
1149057,997,8,0,627,1474,2200,208,820,1532,2546,250,"No",0,0.93,0.95,0,"No","No","No","Yes","No","No"
1720205,0,12,0,50,50,50,0,0,0,0,1,"No",0,0.58,0.58,0,"Yes","No","No","Yes","No","Yes"
2067896,0,9,0,17,31,43,1,4,6,11,0,"No",0,0.87,0.72,0,"No","No","No","Yes","No","Yes"
2082730,4,8,0,9,15,25,1,9,15,19,0,"No",0,0.79,0.79,0,"No","No","No","Yes","No","Yes"
1978424,2481,8,0,0,0,0,1,17,17,17,3,"No",0,0.02,0.27,0,"No","No","No","Yes","No","No"
1435205,11,2,0,14,36,52,6,25,51,75,0,"No",0,0.85,0.89,0,"No","No","Yes","Yes","No","Yes"
3133682,0,2,0,10,10,10,0,0,0,0,0,"No",0,0.99,0.98,0,"Yes","No","No","Yes","No","No"
1284356,63,8,0,0,0,0,0,0,0,0,0,"No",0,1,0.99,0,"No","No","No","Yes","No","No"
1952229,34,8,0,0,0,0,0,0,0,1,2,"No",0,0.84,0.82,0,"Yes","No","No","Yes","No","No"
1551617,1,NA,0,0,0,0,0,0,0,0,1,"No",0,-99,-99,0,"No","No","Yes","Yes","No","No"
1217978,196,NA,73,0,0,0,58,225,464,769,64,"No",0,-99,-99,0,"No","No","No","No","No","No"
2299733,99,12,0,0,0,0,1,1,2,2,2,"No",0,0.57,0.7,0,"No","No","No","Yes","No","No"
2029404,27,8,0,0,0,0,0,0,1,2,0,"No",0,0.97,0.95,0,"Yes","No","No","Yes","No","No"
3105064,111,8,3,43,122,193,31,65,153,272,44,"No",0,0.84,0.86,0,"No","No","No","Yes","No","No"
1540437,1,8,0,48,72,72,7,18,25,46,2,"No",0,0.97,0.94,0,"No","No","No","Yes","No","Yes"
2841589,12,8,0,0,0,0,0,0,1,1,0,"No",0,1,1,0,"No","No","No","Yes","No","No"
3273216,14,2,13,39,78,130,11,40,87,116,10,"No",0,1,0.99,0,"No","No","No","Yes","No","No"
1619908,0,8,0,0,0,0,0,0,0,0,1,"No",0,0.76,0.78,0,"No","No","Yes","Yes","No","No"
1453658,20,9,0,14,30,54,1,14,27,36,4,"No",0,0.68,0.66,0,"No","No","No","Yes","No","No"
3197063,20,12,0,0,0,0,0,0,0,0,1,"No",0,0.48,0.48,0,"Yes","No","No","Yes","No","No"
1451503,1,8,0,3,5,6,1,2,3,3,0,"No",0,0.8,0.82,0,"No","No","No","Yes","No","Yes"
2046435,17,4,0,0,0,0,0,0,0,0,0,"No",0,0.73,0.78,0,"No","No","No","Yes","No","No"
2823992,243,52,0,0,0,0,3,4,6,10,2,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
1974144,0,2,0,32,32,32,1,1,1,2,1,"No",0,0.97,0.97,0,"No","No","No","Yes","No","Yes"
1966597,11,NA,0,0,0,0,4,13,23,31,4,"No",0,-99,-99,0,"No","No","No","Yes","No","No"
1692273,1143,8,0,0,0,0,0,0,0,0,0,"No",0,1,0.97,0,"No","No","No","Yes","No","No"
1712153,2,10,0,0,0,1,0,1,1,1,1,"No",0,0.89,0.9,0,"No","No","Yes","Yes","No","No"
2015012,14,8,0,0,0,0,0,0,0,0,1,"No",0,0.08,0.03,0,"No","No","No","Yes","No","No"
1364338,28,2,0,0,0,0,1,2,2,2,0,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
1867859,4,8,4,78,126,158,19,61,116,194,24,"No",5,0.3,0.26,0,"No","No","No","Yes","No","Yes"
3043636,247,2,0,0,0,0,22,50,135,168,12,"No",0,0.77,0.79,0,"No","No","No","Yes","No","No"
1497462,0,8,0,7,7,7,1,4,6,7,0,"No",0,0,0,0,"No","No","No","Yes","No","Yes"
2171391,35,8,1,0,15,15,4,7,13,23,6,"No",0,1,1,0,"No","No","No","Yes","No","No"
2148684,120,8,0,87,147,167,12,45,143,201,0,"No",0,-99,0.18,0,"No","No","No","Yes","No","No"
1324948,10,12,0,0,0,0,0,0,0,0,1,"No",0,0.63,0.63,0,"Yes","No","No","Yes","No","No"
1576703,10,2,0,0,0,0,1,2,2,4,0,"No",0,0.79,0.84,0,"Yes","No","No","Yes","No","No"
2025304,5,2,0,0,0,0,1,4,7,7,1,"No",0,0.79,0.38,0,"Yes","No","No","Yes","No","No"
1570970,1,10,0,1,2,3,1,1,1,2,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","No"
1139389,1,8,0,0,0,0,0,0,0,0,0,"No",0,0.89,0.88,0,"No","No","No","Yes","No","No"
1391797,562,2,12,540,1350,2025,238,635,1244,1781,187,"No",0,0.95,0.97,0,"No","No","No","Yes","No","No"
2052106,6,12,0,0,0,0,0,1,2,3,0,"No",0,0.87,0.67,0,"No","No","No","Yes","No","Yes"
2016859,28,8,0,0,0,0,3,12,27,47,2,"No",0,1,0.97,0,"No","No","No","Yes","No","No"
2242794,607,8,2000,400,1000,2800,12,1183,2676,3903,0,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
2223195,93,2,1,0,0,14,7,28,61,97,11,"No",0,0.5,0.52,0,"No","No","No","Yes","No","No"
3251558,0,8,0,3,3,4,0,0,1,4,0,"No",0,0.93,0.89,0,"No","No","No","Yes","No","Yes"
1575661,13,4,0,0,0,0,0,0,0,0,4,"No",0,0.95,0.96,0,"No","No","No","Yes","No","No"
2840441,89,8,105,194,281,397,71,181,314,483,53,"No",0,0.5,0.46,0,"No","No","No","Yes","No","No"
1723837,14,9,0,0,0,0,0,0,1,1,0,"No",0,0.86,0.84,0,"No","No","No","Yes","No","No"
1494212,3,9,0,0,0,0,0,0,0,0,0,"No",0,0.86,0.84,0,"No","No","No","Yes","No","No"
1488982,0,8,0,0,0,0,0,0,0,0,0,"No",0,0.78,0.74,0,"No","No","No","Yes","No","No"
2803041,53,8,5,60,60,60,15,34,56,85,21,"No",0,0.98,0.99,0,"No","No","No","Yes","No","No"
2302026,66,2,55,112,240,376,43,160,280,391,43,"No",0,0.82,0.68,0,"No","No","No","Yes","No","No"
1663713,57366,8,46,73541,138018,187287,224,499,992,1435,154,"No",0,0.61,0.73,0,"No","No","No","Yes","No","No"
1240753,5,2,0,1,2,2,1,7,8,11,0,"No",0,0.69,0.68,0,"Yes","No","No","Yes","No","Yes"
2172180,7,2,0,0,0,0,0,0,0,0,0,"No",0,0.15,0.09,0,"No","No","No","Yes","No","No"
1156609,5,8,0,0,2,4,1,1,4,9,0,"No",0,0.98,0.97,0,"No","No","No","Yes","No","No"
3125560,4,15,0,0,0,0,0,0,2,4,2,"No",0,0.9,0.92,0,"No","No","No","Yes","No","No"
2028046,14810,8,0,0,0,0,0,0,0,0,0,"No",0,-99,-99,0,"No","No","No","Yes","No","No"
2197766,3,8,0,0,0,0,0,0,1,1,0,"No",0,0.56,0.69,0,"No","No","No","Yes","No","No"
3264238,6,8,1,0,1,3,0,2,3,5,0,"No",0,0.78,0.83,0,"No","No","No","Yes","No","No"
1862295,46,2,9,100,160,220,25,51,83,151,28,"No",0,1,0.99,2,"No","No","No","Yes","No","No"
1382625,2,9,0,0,0,0,0,0,0,0,0,"No",0,0.43,0.45,0,"No","No","No","Yes","No","No"
1469844,-152,12,0,615,861,984,133,299,513,692,0,"No",0,0,0.01,69,"No","No","No","Yes","No","Yes"
1468587,0,8,0,14,21,28,3,9,12,19,0,"No",0,0.48,0.57,0,"No","No","No","Yes","No","Yes"
1114548,6,12,0,0,0,0,0,0,0,0,0,"No",0,0.73,0.69,0,"No","No","No","Yes","No","No"
1388189,65,4,5,0,0,10,13,32,51,81,11,"No",0,0.79,0.66,0,"No","No","No","Yes","No","No"
1837040,0,8,0,0,0,0,0,0,0,0,0,"No",0,-99,-99,0,"No","No","No","Yes","No","No"
1466972,11,2,0,26,54,74,6,14,28,64,7,"No",0,0.91,0.85,0,"No","No","No","Yes","No","Yes"
1690279,23,8,0,0,0,0,0,1,2,2,0,"No",0,0.92,0.94,0,"No","No","Yes","Yes","No","No"
1947302,0,2,0,5,5,5,0,0,0,0,0,"No",0,0.63,0.72,0,"Yes","No","No","Yes","No","Yes"
2988617,3,8,5,123,123,123,4,9,13,27,0,"No",0,0.5,0.52,0,"Yes","No","No","No","No","No"
1738463,4,8,0,0,10,10,0,3,3,3,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
1599706,4,9,0,0,0,0,0,0,0,0,0,"No",0,0.86,0.84,0,"Yes","No","No","No","No","No"
3003628,4975,52,0,0,0,0,0,0,1,1,0,"No",0,0.94,0.87,0,"Yes","No","No","No","No","No"
1764435,8,8,0,519,701,883,40,249,586,844,140,"No",0,0.45,0.45,5,"Yes","No","No","Yes","No","Yes"
3002370,3,2,0,132,228,336,18,48,61,63,0,"No",0,0.9,0.91,0,"Yes","No","No","Yes","No","Yes"
1156907,2,8,0,3,9,12,3,7,10,16,1,"No",0,0.91,0.96,0,"No","No","No","Yes","No","Yes"
2871794,3,2,0,6,6,6,0,0,0,0,0,"No",0,0.44,0.48,0,"Yes","No","No","Yes","No","No"
1165459,263,2,0,0,0,0,0,0,1,1,4,"No",0,0.81,0.83,0,"No","No","No","Yes","No","No"
3044073,7,14,0,0,0,0,0,1,1,5,1,"No",0,0.5,0.52,0,"No","No","No","Yes","No","No"
2070481,30,8,0,0,0,0,0,1,1,3,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
1896515,0,8,1,7,12,18,1,5,5,5,0,"No",0,1,0.99,0,"No","No","No","Yes","No","Yes"
1451168,71,12,0,0,48,88,20,40,63,112,15,"No",0,0.93,0.95,0,"No","No","No","Yes","No","No"
1488209,0,8,0,0,0,0,0,0,0,0,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
3147183,49,17,0,0,0,0,1,3,4,8,1,"No",0,1,1,0,"No","No","No","Yes","No","No"
1116990,6,9,0,0,0,0,0,2,2,2,0,"No",0,0.85,0.83,0,"No","No","No","Yes","No","No"
2042089,26,8,0,0,0,0,0,1,1,1,2,"No",0,0.92,0.96,0,"No","No","Yes","Yes","No","No"
1901675,16,8,0,80,136,176,20,53,80,157,25,"No",8,0.46,0.45,0,"No","No","No","Yes","No","No"
1644774,23,9,0,0,0,0,1,4,15,27,17,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
2277864,23,4,0,0,0,0,1,1,1,1,0,"No",0,0.22,0.14,0,"Yes","No","No","Yes","No","No"
1664894,3,2,0,6,10,16,1,8,11,14,0,"No",0,0.97,0.94,0,"Yes","No","Yes","Yes","No","No"
3159484,252,8,111,624,1456,2080,660,1292,2344,3621,210,"No",0,1,0.94,0,"No","No","No","Yes","No","No"
1681813,356,2,134,396,834,1266,160,411,422,422,178,"No",0,0.86,0.87,0,"No","No","Yes","Yes","No","No"
3066245,103,8,0,0,0,0,0,2,2,2,0,"No",0,0.78,0.75,0,"No","No","Yes","Yes","No","No"
1118614,16,4,0,0,0,0,2,5,11,14,0,"No",0,0.79,0.66,0,"No","No","No","Yes","No","No"
1285559,416,12,59,660,1430,3190,179,998,2806,3338,214,"No",0,0.82,0.79,0,"No","No","Yes","Yes","No","No"
1560514,15,8,0,37,72,100,3,14,80,120,0,"No",0,0.37,0.38,0,"No","No","No","Yes","No","Yes"
2188540,0,8,0,0,0,0,0,0,0,0,0,"No",0,0.97,0.98,0,"No","No","No","Yes","No","No"
1389882,0,12,0,7,7,10,0,2,5,10,5,"No",2,0.78,0.78,0,"No","No","Yes","Yes","No","Yes"
3092399,163,4,0,0,0,0,3,15,34,62,5,"No",0,0.73,0.78,0,"No","No","No","Yes","No","No"
2819642,40,8,1,96,96,96,5,15,35,51,71,"No",0,0.98,0.97,0,"No","No","Yes","Yes","No","No"
3251941,45,8,0,26,52,78,4,24,44,75,19,"No",0,0.98,0.97,0,"No","No","No","Yes","No","No"
1278874,423,8,1,0,0,99,6,30,93,135,37,"No",0,0.97,0.91,0,"No","No","No","Yes","No","No"
2831983,3040,8,0,0,0,0,80,160,240,500,35,"No",0,0.9,0.93,0,"No","No","No","Yes","No","No"
1154235,14,6,0,38,48,48,20,32,75,128,23,"No",0,0.82,0.79,0,"No","No","No","Yes","No","Yes"
1376361,367,8,9,0,0,0,14,58,145,223,32,"No",0,0.93,0.94,0,"No","No","No","Yes","No","No"
1239237,10,2,0,0,0,0,0,0,0,0,0,"No",0,0.77,0.89,0,"No","No","Yes","Yes","No","No"
3157650,-19,8,8,90,138,192,44,98,175,223,0,"No",0,0.99,0.99,19,"No","No","No","Yes","No","No"
2866645,12,8,0,0,0,0,1,2,2,2,0,"No",0,0.95,0.95,0,"No","No","No","Yes","No","No"
1628798,0,8,0,0,0,0,0,0,0,0,0,"No",0,0.99,0.99,0,"No","No","Yes","Yes","No","No"
1584630,0,2,0,1,1,1,0,0,0,0,1,"No",0,0.37,0.43,0,"No","No","No","Yes","No","No"
2188370,40,2,0,0,0,0,0,0,0,0,0,"No",0,0,0.4,0,"Yes","No","No","Yes","No","No"
2820980,98,8,0,72,144,204,28,136,211,333,30,"No",0,0.86,0.6,0,"No","No","No","Yes","No","No"
2808371,1832,16,0,0,0,0,173,385,431,447,180,"No",0,0.97,0.96,0,"No","No","No","Yes","No","No"
1507848,10,2,0,0,0,0,0,0,0,0,0,"No",0,0.92,0.92,0,"No","No","No","Yes","No","No"
1377766,132,8,5,23,98,143,21,52,129,204,25,"No",17,0.27,0.24,0,"No","No","No","Yes","No","No"
1322003,3,8,0,100,100,100,6,20,42,63,0,"No",0,-99,-99,0,"No","No","No","Yes","No","Yes"
3008862,7,4,0,0,0,0,0,0,0,0,0,"No",0,0.73,0.78,0,"Yes","No","No","Yes","No","No"
1502688,54,8,0,86,98,140,42,82,144,219,30,"No",0,0.98,0.99,0,"No","No","No","Yes","No","No"
2910373,10,2,0,2,8,14,1,14,21,27,1,"No",0,0.96,0.96,0,"No","No","No","Yes","No","No"
3037671,2,9,0,0,0,1,0,1,1,2,1,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
2808965,2,9,0,0,0,0,0,0,0,0,1,"No",0,0.7,0.66,0,"No","No","No","Yes","No","No"
1898822,0,8,0,115,194,194,0,0,0,0,20,"No",0,0.98,0.98,0,"Yes","No","No","Yes","No","Yes"
3027625,61,2,0,0,0,0,2,3,7,10,0,"No",0,1,0.99,0,"Yes","No","No","Yes","No","No"
2041206,18,8,0,0,0,0,1,2,3,5,2,"No",0,-99,0.33,0,"No","No","Yes","Yes","No","No"
1956732,19,2,0,0,0,0,0,1,5,7,0,"No",0,0.51,0.47,0,"No","No","Yes","Yes","No","No"
2000164,3,12,0,3,5,5,0,0,0,0,0,"No",1,0.78,0.78,0,"Yes","No","No","Yes","No","No"
1807149,446,12,0,0,0,0,9,18,26,38,3,"No",0,0.78,0.78,0,"No","No","No","Yes","No","No"
1787355,541,0,32,32,384,720,121,314,595,869,99,"No",0,0,0,0,"No","No","Yes","No","No","No"
2275438,5,8,0,0,0,0,0,0,0,0,0,"No",0,0.99,0.99,0,"No","No","Yes","Yes","No","No"
2023516,-21,12,0,86,96,106,35,38,68,90,10,"No",0,0.78,0.78,21,"No","No","Yes","Yes","No","Yes"
2257196,6,8,0,0,0,0,0,0,0,0,1,"No",0,-99,-99,0,"No","No","Yes","Yes","No","No"
3269719,193,2,178,84,238,350,38,158,372,574,50,"No",0,0.96,0.98,0,"No","No","No","Yes","No","No"
2287993,19,9,1,0,0,0,3,4,6,12,2,"No",0,0.94,0.79,0,"No","No","No","Yes","No","No"
1153158,1728,8,0,0,0,0,0,0,0,0,0,"No",0,0.64,0.8,0,"No","No","No","Yes","No","No"
2308590,91,5,0,54,108,108,16,42,77,111,24,"No",0,0.71,0.65,0,"No","No","No","No","No","No"
1855258,7,8,0,0,0,0,0,1,2,2,2,"No",0,0.26,0.34,0,"No","No","No","Yes","No","No"
2975705,27,8,16,0,32,32,4,34,64,86,0,"No",0,0.91,0.86,0,"No","No","No","Yes","No","No"
1375504,7,12,0,0,0,0,2,6,13,15,0,"No",0,0.83,0.9,0,"No","No","No","Yes","No","No"
1371091,400,8,73,0,252,504,65,213,461,573,98,"No",0,0.99,0.98,0,"No","No","Yes","Yes","No","No"
2008242,25,9,0,0,0,0,0,0,0,0,0,"No",0,0.91,0.77,0,"Yes","No","No","Yes","No","No"
1875800,18,2,1,8,25,51,1,1,1,1,0,"No",0,0.91,0.94,0,"No","No","No","Yes","No","Yes"
2060482,161,2,18,252,468,684,70,199,389,559,81,"No",0,0.83,0.84,0,"No","No","No","Yes","No","No"
1242244,7,NA,0,0,0,0,0,2,10,16,2,"No",0,-99,-99,0,"Yes","No","No","Yes","No","No"
2991998,20,9,0,0,0,0,0,0,0,0,0,"No",0,0.98,0.98,0,"No","No","No","Yes","No","No"
1514023,19,14,4,10,22,34,2,9,28,41,0,"No",0,0.41,0.45,0,"No","No","No","Yes","No","No"
1882660,14,8,0,12,12,12,6,11,27,46,3,"No",0,0.99,0.99,0,"No","No","Yes","Yes","No","No"
2912410,111,9,24,30,90,150,28,77,137,202,22,"No",0,0.94,0.83,0,"No","No","No","Yes","No","No"
3106102,69,8,0,0,0,0,1,6,17,22,3,"No",0,0.94,0.96,0,"No","No","No","Yes","No","No"
1576178,1,8,0,0,0,1,0,0,1,1,0,"No",0,0.89,0.88,0,"No","No","No","Yes","No","No"
1434614,2,8,0,0,0,0,0,0,0,1,0,"No",0,0.81,0.87,0,"No","No","No","Yes","No","No"
1320843,4,8,0,60,90,117,12,29,73,96,38,"No",0,0.3,0.32,1,"No","No","No","Yes","No","Yes"
3278794,5,10,0,0,0,0,0,0,0,0,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","No"
1249164,0,12,0,60,60,60,4,15,28,40,2,"No",0,0.76,0.53,0,"No","No","No","Yes","No","Yes"
2309824,29,52,0,0,0,0,2,3,7,11,5,"No",0,1,1,0,"Yes","No","No","Yes","No","No"
3201216,4,8,0,0,9,12,1,4,6,12,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
1375501,23,8,0,0,0,0,0,0,0,0,2,"No",0,0.83,0.86,0,"No","No","Yes","Yes","No","No"
3003200,0,2,340,0,0,0,0,0,0,0,0,"No",0,0.67,0.69,0,"Yes","No","No","Yes","No","No"
1138464,10,12,0,0,0,0,0,0,0,0,0,"No",0,0.82,0.79,0,"No","No","No","Yes","No","No"
3019879,98,2,10,105,210,300,37,113,220,320,69,"No",0,0.98,0.99,0,"No","No","No","Yes","No","No"
1391311,0,9,0,4,4,4,0,0,0,0,0,"No",0,0.68,0.66,0,"Yes","No","Yes","Yes","No","No"
3014785,9,8,0,0,0,0,0,0,0,0,1,"No",0,0.82,0.89,0,"No","No","No","Yes","No","No"
1421623,0,8,0,9,14,19,0,5,11,15,0,"No",0,0.51,0.53,0,"Yes","No","No","Yes","No","Yes"
